"Giving_Team","Receiving_Team","Same.School","Flair_1_Points","Flair_2_Points","Total_Points_Given"
"Appalachian State","Vanderbilt",FALSE,2.332,1.67,4.002
"Appalachian State","Virginia",FALSE,6.332,4.008,10.34
"Appalachian State","Virginia Tech",FALSE,8.332,5.01,13.342
"Appalachian State","Wake Forest",FALSE,16.998,10.02,27.018
"Appalachian State","Washington",FALSE,2.998,3.34,6.338
"Appalachian State","Washington State",FALSE,4.998,5.344,10.342
"Appalachian State","West Virginia",FALSE,9,3.674,12.674
"Appalachian State","Western Kentucky",FALSE,NA,NA,0
"Appalachian State","Western Michigan",FALSE,3.666,NA,3.666
"Appalachian State","Wisconsin",FALSE,6,10.688,16.688
"Appalachian State","Wyoming",FALSE,3,0.334,3.334
"Arizona","Air Force",FALSE,3,0.334,3.334
"Arizona","Akron",FALSE,7.666,1.336,9.002
"Arizona","Alabama",FALSE,15.666,6.346,22.012
"Arizona","Appalachian State",FALSE,4,0.334,4.334
"Arizona","Arizona",TRUE,1003.816,26.72,1030.536
"Arizona","Arizona State",FALSE,256.95,19.372,276.322
"Arizona","Arkansas",FALSE,3,2.004,5.004
"Arizona","Arkansas State",FALSE,3.664,0.668,4.332
"Arizona","Army",FALSE,7.332,2.672,10.004
"Arizona","Auburn",FALSE,9.666,7.682,17.348
"Arizona","BYU",FALSE,108.99,6.012,115.002
"Arizona","Ball State",FALSE,1,NA,1
"Arizona","Baylor",FALSE,3.666,7.014,10.68
"Arizona","Boise State",FALSE,12.998,1.336,14.334
"Arizona","Boston College",FALSE,11.664,6.68,18.344
"Arizona","Bowling Green",FALSE,1,1.67,2.67
"Arizona","Buffalo",FALSE,3,1.002,4.002
"Arizona","California",FALSE,144.302,7.014,151.316
"Arizona","Central Michigan",FALSE,1,2.004,3.004
"Arizona","Charlotte",FALSE,NA,0.334,0.334
"Arizona","Cincinnati",FALSE,1.666,0.668,2.334
"Arizona","Clemson",FALSE,6.666,14.362,21.028
"Arizona","Coastal Carolina",FALSE,NA,NA,0
"Arizona","Colorado",FALSE,134.314,2.004,136.318
"Arizona","Colorado State",FALSE,3.332,NA,3.332
"Arizona","Connecticut",FALSE,0.666,NA,0.666
"Arizona","Duke",FALSE,2,4.676,6.676
"Arizona","East Carolina",FALSE,NA,NA,0
"Arizona","Eastern Michigan",FALSE,NA,NA,0
"Arizona","FIU",FALSE,2,0.668,2.668
"Arizona","Florida",FALSE,6.332,3.006,9.338
"Arizona","Florida Atlantic",FALSE,NA,NA,0
"Arizona","Florida State",FALSE,6.998,5.344,12.342
"Arizona","Fresno State",FALSE,11,NA,11
"Arizona","Georgia",FALSE,8.998,5.01,14.008
"Arizona","Georgia Southern",FALSE,3.332,2.338,5.67
"Arizona","Georgia State",FALSE,2,NA,2
"Arizona","Georgia Tech",FALSE,3,1.002,4.002
"Arizona","Hawai'i",FALSE,2,1.002,3.002
"Arizona","Houston",FALSE,64.654,3.34,67.994
"Arizona","Illinois",FALSE,34.302,2.338,36.64
"Arizona","Indiana",FALSE,3.332,2.672,6.004
"Arizona","Iowa",FALSE,2.332,4.008,6.34
"Arizona","Iowa State",FALSE,3.666,8.016,11.682
"Arizona","Kansas",FALSE,9.998,9.018,19.016
"Arizona","Kansas State",FALSE,3.998,7.348,11.346
"Arizona","Kent State",FALSE,2.998,NA,2.998
"Arizona","Kentucky",FALSE,4.332,1.336,5.668
"Arizona","LSU",FALSE,9.666,2.672,12.338
"Arizona","Liberty",FALSE,0.666,2.672,3.338
"Arizona","Louisiana Monroe",FALSE,NA,NA,0
"Arizona","Louisiana Tech",FALSE,NA,NA,0
"Arizona","Louisiana-Lafayette",FALSE,2.666,NA,2.666
"Arizona","Louisville",FALSE,6.664,3.34,10.004
"Arizona","Marshall",FALSE,0.666,NA,0.666
"Arizona","Maryland",FALSE,5.332,6.68,12.012
"Arizona","Memphis",FALSE,10.666,2.338,13.004
"Arizona","Miami",FALSE,4.666,2.338,7.004
"Arizona","Miami (OH)",FALSE,2,NA,2
"Arizona","Michigan",FALSE,1.666,2.672,4.338
"Arizona","Michigan State",FALSE,10.664,1.336,12
"Arizona","Middle Tennessee",FALSE,2.664,1.002,3.666
"Arizona","Minnesota",FALSE,3.666,1.67,5.336
"Arizona","Mississippi State",FALSE,4.332,5.01,9.342
"Arizona","Missouri",FALSE,3.666,7.014,10.68
"Arizona","NC State",FALSE,6.33,6.346,12.676
"Arizona","Navy",FALSE,15.998,2.338,18.336
"Arizona","Nebraska",FALSE,11.996,3.674,15.67
"Arizona","Nevada",FALSE,5,NA,5
"Arizona","New Mexico",FALSE,0.666,NA,0.666
"Arizona","New Mexico State",FALSE,15.324,0.668,15.992
"Arizona","North Carolina",FALSE,4.666,2.004,6.67
"Arizona","North Texas",FALSE,1.666,0.334,2
"Arizona","Northern Illinois",FALSE,4,3.006,7.006
"Arizona","Northwestern",FALSE,13.328,3.674,17.002
"Arizona","Notre Dame",FALSE,12.332,6.346,18.678
"Arizona","Ohio",FALSE,3,0.334,3.334
"Arizona","Ohio State",FALSE,5.662,10.02,15.682
"Arizona","Oklahoma",FALSE,14.328,18.37,32.698
"Arizona","Oklahoma State",FALSE,8.662,6.346,15.008
"Arizona","Old Dominion",FALSE,1,0.668,1.668
"Arizona","Ole Miss",FALSE,1,2.004,3.004
"Arizona","Oregon",FALSE,82.652,4.342,86.994
"Arizona","Oregon State",FALSE,143.632,3.006,146.638
"Arizona","Penn State",FALSE,6.664,1.67,8.334
"Arizona","Pittsburgh",FALSE,5.998,2.004,8.002
"Arizona","Purdue",FALSE,11.66,4.008,15.668
"Arizona","Rice",FALSE,4.998,2.338,7.336
"Arizona","Rutgers",FALSE,4.33,0.668,4.998
"Arizona","SMU",FALSE,4.332,1.336,5.668
"Arizona","San Diego State",FALSE,23.33,1.002,24.332
"Arizona","San Jose State",FALSE,NA,NA,0
"Arizona","South Alabama",FALSE,NA,0.334,0.334
"Arizona","South Carolina",FALSE,1.666,1.336,3.002
"Arizona","Southern Miss",FALSE,1.666,0.334,2
"Arizona","Stanford",FALSE,40.332,24.382,64.714
"Arizona","Syracuse",FALSE,7.664,2.672,10.336
"Arizona","TCU",FALSE,9.332,14.362,23.694
"Arizona","Temple",FALSE,4,1.002,5.002
"Arizona","Tennessee",FALSE,3,2.338,5.338
"Arizona","Texas",FALSE,17.66,31.396,49.056
"Arizona","Texas A&M",FALSE,2,5.01,7.01
"Arizona","Texas State",FALSE,NA,0.668,0.668
"Arizona","Texas Tech",FALSE,10.666,11.022,21.688
"Arizona","Toledo",FALSE,2.666,0.334,3
"Arizona","Troy",FALSE,NA,NA,0
"Arizona","Tulane",FALSE,3,0.334,3.334
"Arizona","Tulsa",FALSE,2,5.01,7.01
"Arizona","UAB",FALSE,2,1.336,3.336
"Arizona","UCF",FALSE,13.664,2.004,15.668
"Arizona","UCLA",FALSE,147.316,11.69,159.006
"Arizona","UNLV",FALSE,7.662,0.334,7.996
"Arizona","USC",FALSE,147.308,5.344,152.652
"Arizona","USF",FALSE,9.33,0.668,9.998
"Arizona","UTEP",FALSE,3,0.668,3.668
"Arizona","UTSA",FALSE,1.332,NA,1.332
"Arizona","Utah",FALSE,183.95,14.028,197.978
"Arizona","Utah State",FALSE,16.33,1.336,17.666
"Arizona","Vanderbilt",FALSE,4.666,1.002,5.668
"Arizona","Virginia",FALSE,4.666,1.67,6.336
"Arizona","Virginia Tech",FALSE,9.666,2.672,12.338
"Arizona","Wake Forest",FALSE,8,5.01,13.01
"Arizona","Washington",FALSE,17.992,7.348,25.34
"Arizona","Washington State",FALSE,82.652,5.344,87.996
"Arizona","West Virginia",FALSE,7.666,7.348,15.014
"Arizona","Western Kentucky",FALSE,NA,NA,0
"Arizona","Western Michigan",FALSE,1,0.334,1.334
"Arizona","Wisconsin",FALSE,11.328,3.674,15.002
"Arizona","Wyoming",FALSE,8.662,0.334,8.996
"Arizona State","Air Force",FALSE,2,9.018,11.018
"Arizona State","Akron",FALSE,16.666,2.338,19.004
"Arizona State","Alabama",FALSE,14.996,19.038,34.034
"Arizona State","Appalachian State",FALSE,22.666,2.338,25.004
"Arizona State","Arizona",FALSE,191.646,14.028,205.674
"Arizona State","Arizona State",TRUE,1910.296,86.172,1996.468
"Arizona State","Arkansas",FALSE,5.666,2.338,8.004
"Arizona State","Arkansas State",FALSE,19.332,1.336,20.668
"Arizona State","Army",FALSE,28.326,4.676,33.002
"Arizona State","Auburn",FALSE,17.996,10.688,28.684
"Arizona State","BYU",FALSE,30.662,6.346,37.008
"Arizona State","Ball State",FALSE,19.666,0.668,20.334
"Arizona State","Baylor",FALSE,12.332,1.336,13.668
"Arizona State","Boise State",FALSE,18.664,27.722,46.386
"Arizona State","Boston College",FALSE,27.664,4.342,32.006
"Arizona State","Bowling Green",FALSE,3,0.334,3.334
"Arizona State","Buffalo",FALSE,31,1.67,32.67
"Arizona State","California",FALSE,65.998,4.008,70.006
"Arizona State","Central Michigan",FALSE,11.33,1.336,12.666
"Arizona State","Charlotte",FALSE,2,0.334,2.334
"Arizona State","Cincinnati",FALSE,6,1.336,7.336
"Arizona State","Clemson",FALSE,15.664,7.682,23.346
"Arizona State","Coastal Carolina",FALSE,NA,NA,0
"Arizona State","Colorado",FALSE,67.662,4.676,72.338
"Arizona State","Colorado State",FALSE,3,9.352,12.352
"Arizona State","Connecticut",FALSE,6.332,2.338,8.67
"Arizona State","Duke",FALSE,29.998,1.67,31.668
"Arizona State","East Carolina",FALSE,3,NA,3
"Arizona State","Eastern Michigan",FALSE,4,0.334,4.334
"Arizona State","FIU",FALSE,15.33,NA,15.33
"Arizona State","Florida",FALSE,5.666,5.01,10.676
"Arizona State","Florida Atlantic",FALSE,NA,0.334,0.334
"Arizona State","Florida State",FALSE,20.998,10.02,31.018
"Arizona State","Fresno State",FALSE,31.664,1.336,33
"Arizona State","Georgia",FALSE,21.992,9.352,31.344
"Arizona State","Georgia Southern",FALSE,5,0.668,5.668
"Arizona State","Georgia State",FALSE,5,0.334,5.334
"Arizona State","Georgia Tech",FALSE,14.666,12.692,27.358
"Arizona State","Hawai'i",FALSE,3.666,4.676,8.342
"Arizona State","Houston",FALSE,65.994,7.348,73.342
"Arizona State","Illinois",FALSE,22.664,4.008,26.672
"Arizona State","Indiana",FALSE,13,5.344,18.344
"Arizona State","Iowa",FALSE,16.332,5.01,21.342
"Arizona State","Iowa State",FALSE,20.33,4.676,25.006
"Arizona State","Kansas",FALSE,12.33,3.34,15.67
"Arizona State","Kansas State",FALSE,25.332,2.338,27.67
"Arizona State","Kent State",FALSE,7,0.668,7.668
"Arizona State","Kentucky",FALSE,15.998,8.35,24.348
"Arizona State","LSU",FALSE,17.664,10.354,28.018
"Arizona State","Liberty",FALSE,5,0.668,5.668
"Arizona State","Louisiana Monroe",FALSE,NA,NA,0
"Arizona State","Louisiana Tech",FALSE,13.998,1.002,15
"Arizona State","Louisiana-Lafayette",FALSE,17.664,0.668,18.332
"Arizona State","Louisville",FALSE,11,6.012,17.012
"Arizona State","Marshall",FALSE,4,NA,4
"Arizona State","Maryland",FALSE,11.998,6.68,18.678
"Arizona State","Memphis",FALSE,23.664,2.672,26.336
"Arizona State","Miami",FALSE,18,3.006,21.006
"Arizona State","Miami (OH)",FALSE,27.666,NA,27.666
"Arizona State","Michigan",FALSE,8.998,11.022,20.02
"Arizona State","Michigan State",FALSE,97.32,15.698,113.018
"Arizona State","Middle Tennessee",FALSE,11.332,0.334,11.666
"Arizona State","Minnesota",FALSE,16.332,8.684,25.016
"Arizona State","Mississippi State",FALSE,17.998,5.344,23.342
"Arizona State","Missouri",FALSE,16.332,2.004,18.336
"Arizona State","NC State",FALSE,130.978,6.012,136.99
"Arizona State","Navy",FALSE,23.994,6.68,30.674
"Arizona State","Nebraska",FALSE,29.998,11.69,41.688
"Arizona State","Nevada",FALSE,2,NA,2
"Arizona State","New Mexico",FALSE,NA,NA,0
"Arizona State","New Mexico State",FALSE,7.666,1.336,9.002
"Arizona State","North Carolina",FALSE,10.332,2.672,13.004
"Arizona State","North Texas",FALSE,12.998,1.67,14.668
"Arizona State","Northern Illinois",FALSE,27.996,0.668,28.664
"Arizona State","Northwestern",FALSE,23.332,13.36,36.692
"Arizona State","Notre Dame",FALSE,32.328,9.018,41.346
"Arizona State","Ohio",FALSE,10,0.668,10.668
"Arizona State","Ohio State",FALSE,25.332,16.032,41.364
"Arizona State","Oklahoma",FALSE,31.328,6.68,38.008
"Arizona State","Oklahoma State",FALSE,27.998,5.01,33.008
"Arizona State","Old Dominion",FALSE,4,1.336,5.336
"Arizona State","Ole Miss",FALSE,13.666,4.676,18.342
"Arizona State","Oregon",FALSE,37.332,2.338,39.67
"Arizona State","Oregon State",FALSE,199.958,19.706,219.664
"Arizona State","Penn State",FALSE,18.664,6.68,25.344
"Arizona State","Pittsburgh",FALSE,8.666,3.34,12.006
"Arizona State","Purdue",FALSE,21.666,16.032,37.698
"Arizona State","Rice",FALSE,3,1.336,4.336
"Arizona State","Rutgers",FALSE,8,8.35,16.35
"Arizona State","SMU",FALSE,17.996,5.344,23.34
"Arizona State","San Diego State",FALSE,169.968,15.03,184.998
"Arizona State","San Jose State",FALSE,NA,NA,0
"Arizona State","South Alabama",FALSE,3,0.668,3.668
"Arizona State","South Carolina",FALSE,13,2.338,15.338
"Arizona State","Southern Miss",FALSE,14,1.002,15.002
"Arizona State","Stanford",FALSE,120.978,6.012,126.99
"Arizona State","Syracuse",FALSE,23.998,1.67,25.668
"Arizona State","TCU",FALSE,21.666,3.674,25.34
"Arizona State","Temple",FALSE,24.996,1.67,26.666
"Arizona State","Tennessee",FALSE,25.996,12.692,38.688
"Arizona State","Texas",FALSE,29.994,6.012,36.006
"Arizona State","Texas A&M",FALSE,15.664,7.682,23.346
"Arizona State","Texas State",FALSE,3,0.334,3.334
"Arizona State","Texas Tech",FALSE,32.33,4.676,37.006
"Arizona State","Toledo",FALSE,18.666,0.334,19
"Arizona State","Troy",FALSE,8.332,9.686,18.018
"Arizona State","Tulane",FALSE,4.666,2.338,7.004
"Arizona State","Tulsa",FALSE,12,0.334,12.334
"Arizona State","UAB",FALSE,16,0.668,16.668
"Arizona State","UCF",FALSE,13.332,5.344,18.676
"Arizona State","UCLA",FALSE,294.644,7.348,301.992
"Arizona State","UNLV",FALSE,1,1.336,2.336
"Arizona State","USC",FALSE,238.954,8.35,247.304
"Arizona State","USF",FALSE,19.666,2.004,21.67
"Arizona State","UTEP",FALSE,3,0.668,3.668
"Arizona State","UTSA",FALSE,186.958,13.36,200.318
"Arizona State","Utah",FALSE,57.326,6.68,64.006
"Arizona State","Utah State",FALSE,7.332,3.006,10.338
"Arizona State","Vanderbilt",FALSE,13.666,3.34,17.006
"Arizona State","Virginia",FALSE,11,2.338,13.338
"Arizona State","Virginia Tech",FALSE,25.666,6.68,32.346
"Arizona State","Wake Forest",FALSE,30.998,2.338,33.336
"Arizona State","Washington",FALSE,51.662,11.022,62.684
"Arizona State","Washington State",FALSE,66.324,5.678,72.002
"Arizona State","West Virginia",FALSE,25.996,7.014,33.01
"Arizona State","Western Kentucky",FALSE,2,NA,2
"Arizona State","Western Michigan",FALSE,6.332,1.002,7.334
"Arizona State","Wisconsin",FALSE,24.996,5.344,30.34
"Arizona State","Wyoming",FALSE,16.996,2.338,19.334
"Arkansas","Air Force",FALSE,1,0.334,1.334
"Arkansas","Akron",FALSE,10.666,1.002,11.668
"Arkansas","Alabama",FALSE,95.978,6.68,102.658
"Arkansas","Appalachian State",FALSE,24.666,3.006,27.672
"Arkansas","Arizona",FALSE,13.33,1.67,15
"Arkansas","Arizona State",FALSE,23.332,1.336,24.668
"Arkansas","Arkansas",TRUE,1008.498,28.056,1036.554
"Arkansas","Arkansas State",FALSE,58.996,6.68,65.676
"Arkansas","Army",FALSE,26.666,3.34,30.006
"Arkansas","Auburn",FALSE,128.974,4.342,133.316
"Arkansas","BYU",FALSE,8.998,3.006,12.004
"Arkansas","Ball State",FALSE,1,NA,1
"Arkansas","Baylor",FALSE,10.328,7.682,18.01
"Arkansas","Boise State",FALSE,10.666,10.688,21.354
"Arkansas","Boston College",FALSE,6,NA,6
"Arkansas","Bowling Green",FALSE,3,2.004,5.004
"Arkansas","Buffalo",FALSE,7,0.334,7.334
"Arkansas","California",FALSE,7,2.004,9.004
"Arkansas","Central Michigan",FALSE,3.666,4.008,7.674
"Arkansas","Charlotte",FALSE,2,0.668,2.668
"Arkansas","Cincinnati",FALSE,5,NA,5
"Arkansas","Clemson",FALSE,37.99,3.674,41.664
"Arkansas","Coastal Carolina",FALSE,1.666,0.668,2.334
"Arkansas","Colorado",FALSE,7.332,0.668,8
"Arkansas","Colorado State",FALSE,337.946,2.004,339.95
"Arkansas","Connecticut",FALSE,1,1.002,2.002
"Arkansas","Duke",FALSE,22.32,2.672,24.992
"Arkansas","East Carolina",FALSE,1,NA,1
"Arkansas","Eastern Michigan",FALSE,3.332,NA,3.332
"Arkansas","FIU",FALSE,2.332,NA,2.332
"Arkansas","Florida",FALSE,21.328,3.34,24.668
"Arkansas","Florida Atlantic",FALSE,NA,NA,0
"Arkansas","Florida State",FALSE,20.328,3.006,23.334
"Arkansas","Fresno State",FALSE,11,2.004,13.004
"Arkansas","Georgia",FALSE,17.662,7.682,25.344
"Arkansas","Georgia Southern",FALSE,1.666,NA,1.666
"Arkansas","Georgia State",FALSE,NA,0.334,0.334
"Arkansas","Georgia Tech",FALSE,20.326,3.34,23.666
"Arkansas","Hawai'i",FALSE,28.664,0.334,28.998
"Arkansas","Houston",FALSE,1.666,2.004,3.67
"Arkansas","Illinois",FALSE,120.324,5.344,125.668
"Arkansas","Indiana",FALSE,1,0.334,1.334
"Arkansas","Iowa",FALSE,2.666,1.002,3.668
"Arkansas","Iowa State",FALSE,4.664,3.006,7.67
"Arkansas","Kansas",FALSE,24.996,14.028,39.024
"Arkansas","Kansas State",FALSE,20.994,7.682,28.676
"Arkansas","Kent State",FALSE,2,1.336,3.336
"Arkansas","Kentucky",FALSE,16.994,3.34,20.334
"Arkansas","LSU",FALSE,103.644,6.346,109.99
"Arkansas","Liberty",FALSE,5.998,1.336,7.334
"Arkansas","Louisiana Monroe",FALSE,NA,NA,0
"Arkansas","Louisiana Tech",FALSE,12.33,9.352,21.682
"Arkansas","Louisiana-Lafayette",FALSE,1,NA,1
"Arkansas","Louisville",FALSE,23.33,1.336,24.666
"Arkansas","Marshall",FALSE,1.332,0.334,1.666
"Arkansas","Maryland",FALSE,17.33,1.002,18.332
"Arkansas","Memphis",FALSE,17.656,3.34,20.996
"Arkansas","Miami",FALSE,31.326,3.006,34.332
"Arkansas","Miami (OH)",FALSE,3.666,0.668,4.334
"Arkansas","Michigan",FALSE,13.998,1.67,15.668
"Arkansas","Michigan State",FALSE,3,0.668,3.668
"Arkansas","Middle Tennessee",FALSE,27.658,5.344,33.002
"Arkansas","Minnesota",FALSE,5,1.67,6.67
"Arkansas","Mississippi State",FALSE,103.316,4.676,107.992
"Arkansas","Missouri",FALSE,133.976,6.68,140.656
"Arkansas","NC State",FALSE,8.998,5.01,14.008
"Arkansas","Navy",FALSE,26.326,1.336,27.662
"Arkansas","Nebraska",FALSE,17.664,4.008,21.672
"Arkansas","Nevada",FALSE,3,NA,3
"Arkansas","New Mexico",FALSE,NA,0.334,0.334
"Arkansas","New Mexico State",FALSE,NA,0.668,0.668
"Arkansas","North Carolina",FALSE,15.328,30.394,45.722
"Arkansas","North Texas",FALSE,158.972,12.692,171.664
"Arkansas","Northern Illinois",FALSE,3,NA,3
"Arkansas","Northwestern",FALSE,16.326,1.002,17.328
"Arkansas","Notre Dame",FALSE,5.666,0.668,6.334
"Arkansas","Ohio",FALSE,3.666,NA,3.666
"Arkansas","Ohio State",FALSE,27.998,2.338,30.336
"Arkansas","Oklahoma",FALSE,19.666,9.686,29.352
"Arkansas","Oklahoma State",FALSE,25.992,19.372,45.364
"Arkansas","Old Dominion",FALSE,3,1.336,4.336
"Arkansas","Ole Miss",FALSE,245.616,7.682,253.298
"Arkansas","Oregon",FALSE,2.666,3.674,6.34
"Arkansas","Oregon State",FALSE,5.332,0.668,6
"Arkansas","Penn State",FALSE,5.664,1.336,7
"Arkansas","Pittsburgh",FALSE,2,4.676,6.676
"Arkansas","Purdue",FALSE,16.996,1.002,17.998
"Arkansas","Rice",FALSE,9,0.334,9.334
"Arkansas","Rutgers",FALSE,17.662,2.672,20.334
"Arkansas","SMU",FALSE,29.324,5.01,34.334
"Arkansas","San Diego State",FALSE,25.666,NA,25.666
"Arkansas","San Jose State",FALSE,NA,NA,0
"Arkansas","South Alabama",FALSE,NA,0.668,0.668
"Arkansas","South Carolina",FALSE,11.998,2.672,14.67
"Arkansas","Southern Miss",FALSE,1.332,NA,1.332
"Arkansas","Stanford",FALSE,7.996,1.002,8.998
"Arkansas","Syracuse",FALSE,12.332,9.686,22.018
"Arkansas","TCU",FALSE,19.664,9.352,29.016
"Arkansas","Temple",FALSE,5.666,0.334,6
"Arkansas","Tennessee",FALSE,16.996,1.336,18.332
"Arkansas","Texas",FALSE,167.638,12.024,179.662
"Arkansas","Texas A&M",FALSE,113.974,7.014,120.988
"Arkansas","Texas State",FALSE,NA,0.668,0.668
"Arkansas","Texas Tech",FALSE,23.33,20.04,43.37
"Arkansas","Toledo",FALSE,5,NA,5
"Arkansas","Troy",FALSE,5.332,1.002,6.334
"Arkansas","Tulane",FALSE,5.998,0.334,6.332
"Arkansas","Tulsa",FALSE,101.652,5.344,106.996
"Arkansas","UAB",FALSE,9.324,1.002,10.326
"Arkansas","UCF",FALSE,13.996,6.346,20.342
"Arkansas","UCLA",FALSE,23.332,2.004,25.336
"Arkansas","UNLV",FALSE,NA,0.668,0.668
"Arkansas","USC",FALSE,6.332,2.004,8.336
"Arkansas","USF",FALSE,11.33,1.67,13
"Arkansas","UTEP",FALSE,4.666,0.334,5
"Arkansas","UTSA",FALSE,5.666,1.336,7.002
"Arkansas","Utah",FALSE,3.332,1.002,4.334
"Arkansas","Utah State",FALSE,1,0.334,1.334
"Arkansas","Vanderbilt",FALSE,97.992,2.004,99.996
"Arkansas","Virginia",FALSE,10.332,1.336,11.668
"Arkansas","Virginia Tech",FALSE,20.324,4.342,24.666
"Arkansas","Wake Forest",FALSE,13.996,1.002,14.998
"Arkansas","Washington",FALSE,3.332,2.672,6.004
"Arkansas","Washington State",FALSE,15.664,1.67,17.334
"Arkansas","West Virginia",FALSE,13.328,3.006,16.334
"Arkansas","Western Kentucky",FALSE,NA,NA,0
"Arkansas","Western Michigan",FALSE,6.666,0.668,7.334
"Arkansas","Wisconsin",FALSE,2.666,13.694,16.36
"Arkansas","Wyoming",FALSE,1,0.334,1.334
"Arkansas State","Air Force",FALSE,NA,NA,0
"Arkansas State","Akron",FALSE,1,0.668,1.668
"Arkansas State","Alabama",FALSE,1.332,NA,1.332
"Arkansas State","Appalachian State",FALSE,20.996,3.006,24.002
"Arkansas State","Arizona",FALSE,NA,NA,0
"Arkansas State","Arizona State",FALSE,NA,0.668,0.668
"Arkansas State","Arkansas",FALSE,2,4.342,6.342
"Arkansas State","Arkansas State",TRUE,92.654,23.046,115.7
"Arkansas State","Army",FALSE,2.998,2.672,5.67
"Arkansas State","Auburn",FALSE,2,NA,2
"Arkansas State","BYU",FALSE,1,NA,1
"Arkansas State","Ball State",FALSE,NA,NA,0
"Arkansas State","Baylor",FALSE,1.666,NA,1.666
"Arkansas State","Boise State",FALSE,2,3.34,5.34
"Arkansas State","Boston College",FALSE,NA,NA,0
"Arkansas State","Bowling Green",FALSE,NA,NA,0
"Arkansas State","Buffalo",FALSE,NA,NA,0
"Arkansas State","California",FALSE,NA,NA,0
"Arkansas State","Central Michigan",FALSE,NA,0.334,0.334
"Arkansas State","Charlotte",FALSE,NA,NA,0
"Arkansas State","Cincinnati",FALSE,NA,NA,0
"Arkansas State","Clemson",FALSE,2.666,NA,2.666
"Arkansas State","Coastal Carolina",FALSE,4.332,2.338,6.67
"Arkansas State","Colorado",FALSE,1,NA,1
"Arkansas State","Colorado State",FALSE,1,9.018,10.018
"Arkansas State","Connecticut",FALSE,NA,NA,0
"Arkansas State","Duke",FALSE,NA,1.67,1.67
"Arkansas State","East Carolina",FALSE,NA,NA,0
"Arkansas State","Eastern Michigan",FALSE,NA,1.002,1.002
"Arkansas State","FIU",FALSE,NA,2.004,2.004
"Arkansas State","Florida",FALSE,1,0.668,1.668
"Arkansas State","Florida Atlantic",FALSE,NA,NA,0
"Arkansas State","Florida State",FALSE,1,0.334,1.334
